class, amount
e5ephg070003, 1
e5eqe030002, 1
e5eqe080003, 1
e5eqee080003, 1
e5eqee090003, 1
e5eqg030002, 1
e5eqg050002, 1
e5eqg080003, 1
e5eqg090003, 1
e5eqgg060003, 1
e5eqh050003, 1
e5eqh060003, 1
e5eqh080003, 1
e5eqh100003, 2
e5gehp050002, 1
e5he030002, 1
e5hegg050003, 1
e5hegg080003, 1
e5hegg100003, 1
e5heh030002, 1
e5hep030002, 1
e5hep040002, 1
e5hep050002, 1
e5hep050003, 1
e5hep060002, 1
e5hep080003, 1
e5heq020002, 1
e5heq030002, 1
e5hgf050003, 1
e5hgj030003, 1
e5hgp010003, 1
e5hhn030003, 1
e5hhn050002, 1
e5hhn060003, 2
e5hhp060002, 1
e5hn8040002, 1
e5hn8050002, 1
e5hn8090003, 1
e5hnh020002, 1
e5hnh080003, 1
e5hnhe050002, 1
e5hpg050003, 1
e5hpg080003, 1
e5hqg050003, 1
e5hqh040003, 1
e5hqh050003, 1
e5hqh070003, 2
e5jb050003, 1
e5k5b030002, 1
e5k5b040002, 1
e5k5b040003, 1
e5k5k030002, 1
e5kaa070002, 1
e5ke2040002, 1
e5ke5060002, 1
e5keb040003, 2
e5keb050003, 1
e5kee020002, 1
e5kee030002, 1
e5kee050002, 1
e5n2080003, 1
e5n2e030003, 1
e5n2e050002, 1
e5n2e070002, 1
e5n2e080003, 1
e5n2e100003, 1
e5n2ea060003, 1
e5n2ee040002, 1
e5n2ee050002, 1
e5n2k100003, 1
e5n2n030002, 1
e5n5b030002, 1
e5n5b030003, 1
e5n5b080003, 1
e5n5ee160006, 1
e5n5ej080003, 1
e5n5en060003, 1
e5n5h060003, 1
e5n5he040003, 1
e5n5k060003, 1
e5n5k080003, 1
e5n5k090003, 1
e5n5k100003, 1
e5n5n040003, 1
e5n5n5050003, 1
e5n5n5060003, 1
e5n5n5070003, 1
e5n5n5090003, 1
e5n5n5100003, 1
e5n5n8060003, 1
e5n5n8080003, 1
e5n5ne080003, 1
e5n5ne100003, 1
e5n5q080003, 1
e5n5q090003, 1
e5n8070003, 1
e5n8e040002, 1
e5n8e070003, 1
e5n8e110003, 1
e5n8ej060003, 1
e5n8ek060003, 1
e5n8ep030003, 1
e5n8n020002, 1
e5n8n030002, 1
e5n8n050002, 1
e5n8n060002, 1
e5n8q030003, 1
e5n8q070003, 1
e5nb2070003, 1
e5nbb030002, 2
e5nbb090003, 1
e5nbe010002, 1
e5nbe020002, 4
e5nbe030002, 2
e5nbe030003, 4
e5nbe040002, 6
e5nbe040003, 1
e5nbe050002, 2
e5nbe050003, 3
e5nbe060002, 1
e5nbe060003, 4
e5nbe070003, 2
e5nbe080003, 3
e5nbe090003, 2
e5nbe100003, 2
e5nbe130003, 1
e5nbee020003, 1
e5nbee030003, 1
e5nbee040003, 3
e5nbee050003, 1
e5nbee080003, 1
e5ne2050003, 1
e5ne5040003, 1
e5ne5110003, 1
e5ne5120003, 1
e5ne5e130006, 1
e5ne5n040002, 1
e5ne5n050002, 1
e5ne5n060003, 1
e5ne8080003, 1
e5neb050002, 1
e5neb050003, 1
e5neb070003, 1
e5neb110003, 1
e5neb5070003, 1
e5nebe020003, 1
e5nebe030002, 4
e5nebe040002, 2
e5nebe050002, 1
e5nebe050003, 1
e5nebe060003, 2
e5nebe070002, 1
e5nebe070003, 2
e5nebe080003, 3
e5nebe090003, 1
e5nebe100003, 1
e5nee040002, 1
e5nee080003, 1
e5nee5090006, 1
e5neeb030002, 1
e5neeb040002, 1
e5neeb050002, 1
e5neeb050003, 1
e5neeb060003, 2
e5neeb070003, 2
e5neeb100003, 1
e5neeb110003, 1
e5neee020002, 3
e5neee030002, 5
e5neee030003, 3
e5neee040002, 4
e5neee040003, 4
e5neee050003, 1
e5neee060002, 1
e5neee060003, 4
e5neee070003, 1
e5neee080002, 1
e5neee080003, 4
e5neee090003, 2
e5neee100003, 3
e5neeh040002, 1
e5neeh050002, 2
e5neeh050003, 1
e5neeh070003, 3
e5neeh080003, 1
e5neeh090003, 2
e5neeh100003, 1
e5neh030002, 1
e5neh030003, 1
e5neh060002, 2
e5neh060003, 2
e5neh090003, 1
e5nehe040002, 1
e5nehe040003, 1
e5nehe060003, 3
e5nehe070003, 3
e5nehe080003, 5
e5nehe090003, 2
e5nehe100003, 4
e5nehe110003, 1
e5nehe130003, 1
e5nh5030002, 1
e5nh5040003, 1
e5nh5050002, 1
e5nh5060003, 1
e5nhe010002, 2
e5nhe020002, 1
e5nhe030003, 5
e5nhe040003, 3
e5nhe050003, 2
e5nhe060002, 2
e5nhe060003, 2
e5nhe070003, 4
e5nhe080003, 3
e5nhe090003, 2
e5nhee070002, 1
e5nhh030003, 1
e5nhh040002, 1
e5nhh050002, 2
e5nhh060003, 1
e5q5e070003, 1
e5q5ek040002, 1
e5q5ek060002, 1
e5q5g060003, 1
e5q5h050002, 1
e5q5h080002, 1
e5q5q030002, 1
e5q5q040002, 1
e5q8e060003, 2
e5q8e080003, 1
e5qe010003, 1
e5qe7p070003, 1
e5qe8020002, 1
e5qee020002, 1
e5qee020003, 1
e5qee050002, 3
e5qeg030003, 1
e5qeg090003, 1
e5qeh020002, 1
e5qeh030002, 1
e5qeh030003, 1
e5qeh040002, 1
e5qeh050002, 1
e5qeh050003, 2
e5qeh070002, 1
e5qh040003, 1
e5qhe010002, 1
e5qhe040002, 1
e5qhh030002, 1
e5qhh050002, 1
e5qhh070002, 1
e8eeeg070003, 1
e9aae030002, 1
eaa9lc020001, 4
eaacae020002, 1
eaaeee010001, 1
eaaeee020001, 1
eaaegg030002, 2
eaaia010001, 1
eaaja9030101, 1
eaaka030002, 1
eaakeb020001, 1
eaba9l010001, 1
eabaaa020002, 1
eabaaa030002, 1
eabbe020002, 1
eabbe050002, 1
eabeea020002, 1
eabeea040002, 1
eabeee010001, 1
eabjb030002, 1
eaeaeg050002, 1
eaeeeg020002, 2
eaeeegq040002, 1
eaeheg050002, 1
eaehq030001, 1
eahfq020101, 1
eai0a010002, 1
eai19010001, 1
eai1i030002, 1
eaj99010001, 1
eaj99030001, 1
eajaaa010002, 3
eajaaa020001, 1
eajaaa020002, 1
eajaaa040002, 1
eaka2020001, 1
eakab020001, 1
ealcc020001, 1
ean5egp010001, 1
eb9aa030002, 1
eb9aa050002, 1
eba040002, 1
ebaac010001, 1
ebaac020001, 1
ebaba030002, 1
ebaee010001, 3
ebaee020001, 1
ebaeh000001, 1
ebaja030002, 1
ebakb020002, 1
ebbaeg010002, 1
ebbal020001, 1
ebbea030001, 1
ebbnb010002, 1
ebbq010001, 1
ebe9a020001, 1
ebe9a030001, 1
ebea9c030002, 2
ebeaaa030002, 1
ebeab010001, 1
ebeaj040002, 1
ebeaka020101, 1
ebeb020001, 1
ebee050002, 1
ebeeea020002, 1
ebefcp030002, 2
ebegg9040100, 1
ebehq010002, 1
ebehq040002, 1
ebeia020001, 1
ebej1020001, 1
ebejb010002, 1
ebejb030002, 1
ebeka010001, 1
ebeke020001, 1
ebene020002, 1
ebeqh020002, 1
ebhgca030000, 1
ebi0a020001, 2
ebi0a020002, 1
ebi19010002, 1
ebjab020002, 1
ebjba010001, 1
ebk2030001, 1
ebkaa010001, 1
ebkaa010002, 1
ebkab020101, 1
ebkb010002, 1
ebkb030002, 1
ebkeb020001, 1
ebn2ea010001, 1
ebn5j010002, 2
ebn8000001, 1
ebnba000002, 1
ebnbb030002, 1
ebneb050002, 1
eca010002, 1
ee2e030002, 1
ee2ee040002, 1
ee2ee040003, 1
ee2ee060003, 1
ee2ee070003, 1
ee2ee090003, 1
ee2eee080004, 1
ee2ek070002, 1
ee2eke030002, 1
ee2he030002, 1
ee2he040002, 1
ee2he050002, 2
ee2n2050002, 1
ee2ne040002, 1
ee5060003, 1
ee5ak090003, 1
ee5b030003, 1
ee5b040003, 2
ee5b060003, 1
ee5b080003, 1
ee5ba090003, 1
ee5bb040003, 1
ee5bb050003, 1
ee5be010002, 1
ee5be040003, 2
ee5be050003, 1
ee5be060003, 1
ee5be070002, 1
ee5be070003, 1
ee5be080003, 1
ee5bea070003, 1
ee5bee090003, 1
ee5bee100003, 1
ee5bej070003, 1
ee5bj080003, 1
ee5bj090003, 1
ee5bn020002, 1
ee5bn040003, 2
ee5bn050003, 2
ee5bn060004, 1
ee5bn070003, 2
ee5bn090004, 1
ee5e060003, 1
ee5e9060002, 1
ee5ea050004, 1
ee5ea080004, 1
ee5eaa020002, 2
ee5eaa030002, 1
ee5eaa040003, 1
ee5eaa080004, 1
ee5eaa120004, 1
ee5eab080003, 1
ee5eab080004, 1
ee5eab130004, 1
ee5eae040002, 1
ee5eae050002, 1
ee5eae110003, 1
ee5eae130004, 1
ee5eaj030002, 1
ee5eaj040002, 1
ee5eaj050002, 1
ee5eaj050004, 1
ee5eaj130004, 1
ee5ean050003, 1
ee5eb030002, 1
ee5eb030003, 1
ee5eb040004, 1
ee5eb050003, 2
ee5eb050004, 1
ee5eb080003, 1
ee5eb090003, 1
ee5eb090004, 1
ee5eb100003, 1
ee5eb100004, 1
ee5eb110004, 1
ee5eb130004, 2
ee5eba050003, 1
ee5ebe070004, 1
ee5ebe080004, 1
ee5ebe090003, 1
ee5ebe090004, 1
ee5ebe100004, 1
ee5ebe110004, 1
ee5ebe120004, 1
ee5ebn060004, 1
ee5ee010002, 1
ee5ee020002, 1
ee5ee030002, 3
ee5ee030004, 1
ee5ee040004, 1
ee5ee050002, 1
ee5ee050004, 1
ee5ee060003, 2
ee5ee060004, 1
ee5ee070004, 5
ee5ee080004, 2
ee5ee090003, 1
ee5ee100003, 1
ee5ee100004, 4
ee5ee110004, 1
ee5ee120003, 1
ee5ee130004, 1
ee5eea110004, 1
ee5eee040004, 1
ee5eee050004, 1
ee5eee060006, 1
ee5eee070003, 1
ee5eee070004, 2
ee5eee080004, 1
ee5eee080006, 1
ee5eee090006, 3
ee5eee100006, 8
ee5eee100007, 1
ee5eee110006, 4
ee5eee110007, 6
ee5eee120006, 4
ee5eee130007, 1
ee5eee140004, 1
ee5eee140006, 4
ee5eee140007, 2
ee5eee150006, 8
ee5eee150007, 3
ee5eee160006, 9
ee5eee170006, 7
ee5eee170007, 2
ee5eee180006, 4
ee5eee180007, 3
ee5eee190006, 5
ee5eee200006, 8
ee5eee210006, 7
ee5eee210007, 2
ee5eee220006, 1
ee5eee230006, 3
ee5eee230007, 1
ee5eee240006, 1
ee5eee250006, 1
ee5eeg040002, 1
ee5eeg060003, 1
ee5eej020003, 1
ee5eej050003, 2
ee5eej070003, 1
ee5eej090003, 1
ee5eej100004, 1
ee5eej120004, 1
ee5een020002, 1
ee5een040002, 1
ee5een040003, 1
ee5een040004, 1
ee5een050002, 2
ee5een070003, 2
ee5een070004, 1
ee5een080004, 1
ee5een100004, 2
ee5een110007, 1
ee5een140004, 2
ee5eep040003, 1
ee5eep050003, 2
ee5eep070003, 1
ee5eep080004, 1
ee5eep100003, 1
ee5eep100004, 1
ee5eep110003, 1
ee5eep120004, 1
ee5eeq050004, 1
ee5eeq060003, 1
ee5eeq070004, 1
ee5eeq110004, 1
ee5eeq130004, 1
ee5efc070003, 1
ee5efc080003, 1
ee5egg060003, 1
ee5egg060004, 3
ee5egg070004, 2
ee5egg080004, 4
ee5egg090004, 1
ee5egg130004, 2
ee5egn080004, 1
ee5ego100004, 1
ee5egp030002, 1
ee5egp030004, 1
ee5egp040002, 2
ee5egp050002, 3
ee5egp060002, 1
ee5egp070004, 2
ee5egp090003, 1
ee5egp090004, 1
ee5egp100004, 1
ee5egp140004, 1
ee5egq070003, 1
ee5eh030002, 1
ee5eh040004, 1
ee5eh050003, 1
ee5eh050004, 1
ee5eh060003, 1
ee5eh060004, 2
ee5eh070004, 1
ee5eh080004, 1
ee5eh090003, 1
ee5eh100003, 1
ee5eh100004, 1
ee5eh110004, 3
ee5ehe120004, 1
ee5ehp090004, 1
ee5ehp110004, 1
ee5ei1a040002, 1
ee5eia020002, 1
ee5eia040003, 1
ee5eia080003, 1
ee5eia080004, 1
ee5eia090003, 1
ee5eia100003, 1
ee5ej030002, 1
ee5ej040002, 1
ee5ej050002, 3
ee5ej050004, 1
ee5ej070004, 1
ee5ej1010002, 1
ee5ej1030002, 1
ee5ej1090004, 1
ee5ej120004, 2
ee5ej9010002, 1
ee5ej9040002, 1
ee5ej9080003, 2
ee5ej9110004, 1
ee5eja020003, 1
ee5eja030002, 1
ee5eja040003, 2
ee5eja050003, 2
ee5eja050004, 2
ee5eja060003, 2
ee5eja060004, 1
ee5eja070003, 8
ee5eja070004, 2
ee5eja080003, 1
ee5eja080004, 4
ee5eja090003, 1
ee5eja090004, 1
ee5eja100004, 1
ee5eja110004, 3
ee5eja120003, 1
ee5eja130004, 2
ee5eja140004, 3
ee5ejb030003, 1
ee5ejb050003, 1
ee5ejb060003, 1
ee5ejb100003, 1
ee5ejb110004, 1
ee5ek020002, 1
ee5ek030002, 2
ee5ek030003, 1
ee5ek040002, 3
ee5ek040003, 1
ee5ek050004, 2
ee5ek060003, 1
ee5ek060004, 1
ee5ek070004, 1
ee5ek080004, 1
ee5ek090004, 1
ee5ek110004, 1
ee5ek120003, 2
ee5ek120004, 2
ee5ek140004, 1
ee5eke030002, 1
ee5eke050003, 1
ee5eke070003, 3
ee5eke080003, 1
ee5eke090004, 1
ee5eke100003, 1
ee5eke100004, 1
ee5eke120004, 1
ee5en040003, 1
ee5en050004, 1
ee5en060002, 1
ee5en060004, 1
ee5en070003, 3
ee5en070004, 2
ee5en080004, 2
ee5en100004, 1
ee5en5030002, 2
ee5en5040003, 1
ee5en5050004, 1
ee5en5060002, 1
ee5en5060003, 1
ee5en5060004, 1
ee5en5070003, 1
ee5en5070004, 4
ee5en5080003, 3
ee5en5080004, 1
ee5en5090004, 2
ee5en5100003, 1
ee5en5100004, 1
ee5en5110004, 1
ee5en5120004, 1
ee5en5140004, 1
ee5enb020002, 1
ee5enb050003, 1
ee5enb080003, 1
ee5ene020002, 2
ee5ene020003, 1
ee5ene030002, 1
ee5ene040002, 1
ee5ene040003, 5
ee5ene040004, 3
ee5ene050003, 6
ee5ene050004, 8
ee5ene060003, 7
ee5ene060004, 7
ee5ene070003, 8
ee5ene070004, 4
ee5ene080002, 1
ee5ene080003, 7
ee5ene080004, 9
ee5ene090003, 4
ee5ene090004, 11
ee5ene100003, 1
ee5ene100004, 9
ee5ene110003, 2
ee5ene110004, 8
ee5ene120004, 2
ee5ene130004, 3
ee5ene140006, 1
ee5ene200007, 1
ee5ene230006, 1
ee5enh080004, 1
ee5ep010002, 1
ee5ep040002, 1
ee5ep050004, 1
ee5ep080003, 1
ee5ep080004, 1
ee5ep090004, 1
ee5ep100003, 1
ee5ep7030003, 1
ee5ep7060002, 1
ee5ep7070003, 1
ee5ep7070004, 1
ee5ep7080003, 1
ee5ep7120004, 1
ee5epg040004, 1
ee5epg050002, 2
ee5epg060003, 2
ee5epg070002, 1
ee5epg070003, 4
ee5epg090003, 1
ee5epg090004, 1
ee5epg100003, 1
ee5epg100004, 1
ee5epg110003, 2
ee5epg110004, 3
ee5epg120004, 2
ee5eph070004, 1
ee5eph080004, 2
ee5eph110004, 1
ee5eq010002, 1
ee5eq020002, 2
ee5eq040002, 1
ee5eq040004, 1
ee5eq050004, 2
ee5eq070004, 1
ee5eq090003, 1
ee5eq090004, 1
ee5eq100003, 2
ee5eq110004, 1
ee5eq130003, 1
ee5eq130004, 1
ee5eqe050003, 1
ee5eqg090004, 1
ee5he030003, 1
ee5he040002, 1
ee5he040003, 2
ee5he060003, 1
ee5he080003, 1
ee5he080004, 2
ee5he090003, 2
ee5he100004, 1
ee5he120003, 1
ee5hg060003, 1
ee5hg070003, 1
ee5hg070004, 1
ee5hh080003, 1
ee5hn040002, 1
ee5hn060003, 1
ee5hp060004, 1
ee5hp080004, 1
ee5hq020002, 1
ee5hq060003, 1
ee5hq080004, 1
ee5hq090004, 1
ee5hq120004, 1
ee5ja090004, 1
ee5k5040002, 1
ee5k5050003, 2
ee5kb050002, 1
ee5kb060003, 1
ee5ke020002, 3
ee5ke030002, 2
ee5ke030003, 2
ee5ke040002, 3
ee5ke040003, 2
ee5ke050003, 1
ee5ke060003, 2
ee5ke070002, 1
ee5ke070003, 3
ee5ke080003, 1
ee5ke090003, 1
ee5ke100003, 1
ee5kee030002, 1
ee5n2030002, 1
ee5n2030003, 1
ee5n2050003, 1
ee5n2060004, 1
ee5n2080004, 1
ee5n2e020002, 1
ee5n2e060003, 1
ee5n2e070003, 1
ee5n5050003, 1
ee5n5060004, 1
ee5n5080004, 1
ee5n5090004, 1
ee5n5100004, 1
ee5n5110004, 2
ee5n5e090003, 1
ee5n5e170006, 1
ee5n5k060004, 1
ee5n5n040003, 1
ee5n5n050004, 1
ee5n5n060003, 1
ee5n5n060004, 2
ee5n5n080004, 2
ee5n5n100003, 1
ee5n5n100004, 2
ee5n8050002, 1
ee5n8060003, 1
ee5n8070003, 1
ee5n8080003, 1
ee5n8080004, 1
ee5n8100003, 1
ee5n8100004, 1
ee5n8120004, 1
ee5n8e070004, 1
ee5n8e090004, 1
ee5n8e130004, 1
ee5nb010003, 1
ee5nb020003, 1
ee5nb030003, 1
ee5nb040004, 1
ee5nb050003, 1
ee5nb060003, 2
ee5nb070003, 3
ee5nb080003, 2
ee5nb080004, 2
ee5nb090003, 1
ee5nb100003, 2
ee5nb120003, 1
ee5nb130003, 1
ee5nbe040003, 1
ee5nbe050003, 4
ee5nbe070003, 3
ee5nbe090003, 1
ee5nbe090004, 1
ee5ne030002, 1
ee5ne030003, 1
ee5ne050002, 2
ee5ne060003, 1
ee5ne100004, 1
ee5ne2050004, 1
ee5ne5030003, 1
ee5ne5060003, 1
ee5ne5080003, 1
ee5ne5110004, 1
ee5ne5120004, 2
ee5neb030002, 1
ee5neb060004, 1
ee5neb070002, 1
ee5neb070004, 1
ee5neb080004, 2
ee5neb100004, 1
ee5neb110004, 1
ee5neb120003, 1
ee5neb120004, 2
ee5nee010002, 1
ee5nee020002, 1
ee5nee020003, 1
ee5nee030002, 4
ee5nee030003, 1
ee5nee040002, 3
ee5nee040004, 1
ee5nee050003, 5
ee5nee050004, 1
ee5nee060002, 2
ee5nee060003, 2
ee5nee060004, 2
ee5nee070002, 1
ee5nee070003, 3
ee5nee070004, 1
ee5nee080003, 2
ee5nee080004, 2
ee5nee090003, 2
ee5nee100003, 1
ee5nee100004, 2
ee5nee110003, 1
ee5nee110004, 1
ee5nee110006, 1
ee5nee120004, 5
ee5nee130004, 2
ee5neh030002, 1
ee5neh040002, 1
ee5neh050002, 1
ee5neh060004, 2
ee5neh070003, 2
ee5neh070004, 1
ee5neh080003, 1
ee5neh080004, 2
ee5neh090003, 1
ee5neh090004, 3
ee5neh100004, 1
ee5neh110003, 1
ee5neh120004, 1
ee5neh130004, 1
ee5nh000002, 1
ee5nh010003, 1
ee5nh020002, 4
ee5nh030002, 1
ee5nh040002, 3
ee5nh040003, 5
ee5nh060003, 2
ee5nh060004, 1
ee5nh070003, 2
ee5nh070004, 1
ee5nh080003, 1
ee5nh090003, 3
ee5nh100003, 1
ee5nh100004, 1
ee5nhe040002, 1
ee5nhe050002, 2
ee5nhe050003, 1
ee5nhe060002, 2
ee5nhe060004, 1
ee5nhe090004, 1
ee5q030004, 1
ee5q5030003, 1
ee5q5040003, 1
ee5q5060003, 1
ee5q5070003, 1
ee5q5080003, 1
ee5q5e040003, 1
ee5q5e070003, 1
ee5q8070004, 1
ee5q8100004, 1
ee5qe020002, 2
ee5qe030002, 2
ee5qe030003, 1
ee5qe050002, 1
ee5qe050003, 1
ee5qe060002, 2
ee5qe060003, 1
ee5qe070003, 2
ee5qe080003, 1
ee5qe090003, 1
ee5qe100003, 1
ee5qe7040002, 1
ee5qh050003, 1
ee8eae010002, 1
ee8eb020002, 1
ee8eee090004, 1
ee8en070002, 1
ee8epg050003, 1
ee8eq030002, 1
ee8nh050003, 1
ee8nh070003, 1
ee8nh080003, 1
eeaaba010001, 1
eeaaba020001, 1
eeaabb000001, 1
eeaegcc030000, 1
eeaeqe020002, 1
eeaj9a020002, 1
eeaj9a060002, 1
eeajaa010001, 1
eeajaa020001, 1
eeajaa020101, 3
eeakba020002, 1
eeb5e030003, 1
eeb5e040002, 1
eeb5e040003, 1
eeb5k020002, 2
eeb5k050002, 2
eeba030001, 1
eebaa010002, 1
eebaa040002, 1
eebe2070002, 1
eebe2080002, 1
eebe5040002, 1
eebe5060003, 1
eebeb030002, 1
eebeb030003, 1
eebeb040002, 1
eebeb050002, 2
eebeb060003, 1
eebee010002, 2
eebee020002, 3
eebee030002, 2
eebee030003, 1
eebee040002, 5
eebee040003, 1
eebee050002, 3
eebee050003, 1
eebee060002, 3
eebee060003, 1
eebee070002, 1
eebeee020002, 1
eebefc000002, 1
eebefc010001, 1
eebejb010001, 2
eebejb020002, 1
eebejb030002, 1
eebeq020002, 1
eebeq030002, 1
eebhg030002, 1
eebi1030002, 1
eebk020002, 1
eebka020002, 2
eebkb020002, 1
eebne010001, 1
eee2e030002, 1
eee2e050003, 2
eee2e060004, 1
eee2e080003, 2
eee2e110003, 1
eee2ea030002, 1
eee2ea050002, 1
eee2h020002, 1
eee2he030003, 1
eee2he040003, 1
eee2he050003, 1
eee2he090003, 1
eee2j070003, 1
eee2k060002, 1
eee2n050002, 1
eee2n060003, 1
eee5a060003, 1
eee5b030002, 5
eee5b040002, 2
eee5b050002, 2
eee5b050003, 1
eee5b060003, 2
eee5b060004, 1
eee5b080003, 1
eee5b080004, 1
eee5b090003, 3
eee5b100004, 1
eee5b110004, 1
eee5b140004, 1
eee5ba040004, 1
eee5ba140004, 1
eee5be010002, 1
eee5be130004, 1
eee5bn020002, 1
eee5bn080003, 1
eee5e010002, 2
eee5e030002, 2
eee5e030003, 1
eee5e040003, 2
eee5e050002, 1
eee5e050003, 2
eee5e050004, 2
eee5e060003, 5
eee5e060004, 6
eee5e070003, 3
eee5e070004, 2
eee5e080003, 5
eee5e080004, 7
eee5e090003, 2
eee5e090004, 5
eee5e100004, 9
eee5e110003, 1
eee5e110004, 10
eee5e120004, 10
eee5e130004, 2
eee5e140004, 1
eee5e150004, 1
eee5e160004, 3
eee5ea050003, 2
eee5ea060002, 1
eee5ea060003, 1
eee5ea060004, 1
eee5ea070003, 1
eee5ea070004, 1
eee5ea080003, 1
eee5ea090003, 1
eee5ea090004, 1
eee5ea100003, 2
eee5ea100004, 1
eee5ea110004, 2
eee5ea130004, 1
eee5ee020003, 2
eee5ee030002, 3
eee5ee030003, 1
eee5ee040002, 2
eee5ee050003, 4
eee5ee050004, 2
eee5ee060003, 3
eee5ee060004, 3
eee5ee070003, 2
eee5ee070004, 3
eee5ee070006, 1
eee5ee080003, 1
eee5ee080004, 5
eee5ee090003, 1
eee5ee090004, 3
eee5ee090006, 2
eee5ee100003, 1
eee5ee100004, 4
eee5ee100006, 1
eee5ee100007, 1
eee5ee110004, 4
eee5ee110006, 3
eee5ee110007, 6
eee5ee120004, 4
eee5ee120006, 1
eee5ee120007, 5
eee5ee130004, 2
eee5ee130006, 2
eee5ee130007, 5
eee5ee140004, 3
eee5ee140006, 1
eee5ee140007, 2
eee5ee150004, 3
eee5ee150006, 1
eee5ee150007, 8
eee5ee160004, 2
eee5ee160006, 1
eee5ee170006, 2
eee5ee170007, 4
eee5ee180006, 4
eee5ee180007, 3
eee5ee190006, 2
eee5ee190007, 3
eee5ee200006, 2
eee5ee200007, 3
eee5ee210006, 4
eee5ee210007, 3
eee5ee220006, 2
eee5ee220007, 5
eee5ee230006, 2
eee5ee230007, 2
eee5ee250007, 1
eee5eg040004, 1
eee5eg050004, 1
eee5eg060003, 1
eee5eg060004, 1
eee5eg070004, 2
eee5eg080003, 1
eee5eg080004, 2
eee5eg090003, 1
eee5eg100004, 3
eee5eg110004, 3
eee5eg120004, 1
eee5eg140004, 1
eee5eg160004, 1
eee5eh080004, 1
eee5eh090004, 1
eee5eh120004, 1
eee5ei030003, 1
eee5ei050004, 2
eee5ei080003, 1
eee5ej020002, 1
eee5ej030002, 2
eee5ej030003, 1
eee5ej040002, 2
eee5ej040003, 2
eee5ej050003, 6
eee5ej050004, 1
eee5ej060003, 4
eee5ej060004, 5
eee5ej070003, 1
eee5ej070004, 3
eee5ej080003, 1
eee5ej080004, 2
eee5ej090003, 3
eee5ej090004, 3
eee5ej100004, 2
eee5ej110004, 1
eee5ej120004, 3
eee5ej130004, 3
eee5ej150004, 2
eee5ek030003, 5
eee5ek040003, 1
eee5ek070003, 1
eee5ek090003, 1
eee5ek100003, 1
eee5en020002, 3
eee5en020003, 2
eee5en030002, 5
eee5en040002, 4
eee5en040003, 4
eee5en050002, 1
eee5en050003, 6
eee5en050004, 7
eee5en060002, 1
eee5en060003, 4
eee5en060004, 8
eee5en070003, 8
eee5en070004, 6
eee5en080003, 7
eee5en080004, 10
eee5en090003, 1
eee5en090004, 12
eee5en100003, 4
eee5en100004, 5
eee5en110004, 20
eee5en120003, 2
eee5en120004, 3
eee5en130004, 7
eee5en140004, 4
eee5en150004, 1
eee5en170007, 1
eee5en180007, 1
eee5en260007, 1
eee5ep040002, 1
eee5ep040003, 2
eee5ep050002, 1
eee5ep050003, 1
eee5ep060002, 1
eee5ep060004, 4
eee5ep070003, 1
eee5ep070004, 5
eee5ep090004, 2
eee5ep100004, 1
eee5ep110004, 1
eee5ep120004, 4
eee5ep130004, 1
eee5ep160004, 1
eee5eq070003, 1
eee5eq110004, 1
eee5h020002, 1
eee5h040003, 2
eee5h050004, 1
eee5h060003, 2
eee5h060004, 2
eee5h070003, 1
eee5h070004, 1
eee5h080003, 2
eee5h080004, 2
eee5h090003, 2
eee5h090004, 1
eee5h100003, 1
eee5h100004, 1
eee5h110004, 2
eee5h130004, 2
eee5h140004, 1
eee5h150004, 1
eee5he030002, 1
eee5he040002, 1
eee5he050002, 1
eee5he050003, 1
eee5he060003, 1
eee5he100004, 1
eee5hg050003, 1
eee5j060004, 1
eee5j070004, 1
eee5k030003, 1
eee5k040003, 2
eee5k050002, 2
eee5k050003, 1
eee5k060003, 3
eee5k070003, 1
eee5k070004, 1
eee5k080004, 2
eee5k100003, 1
eee5k100004, 1
eee5k110004, 1
eee5k120003, 1
eee5k130004, 1
eee5k140004, 1
eee5ke040003, 2
eee5ke050003, 1
eee5ke060003, 3
eee5ke070002, 1
eee5ke070004, 1
eee5ke080003, 2
eee5ke090003, 1
eee5ke090004, 3
eee5n010002, 1
eee5n030002, 3
eee5n040002, 1
eee5n040003, 5
eee5n040004, 1
eee5n050003, 2
eee5n050004, 1
eee5n060003, 3
eee5n060004, 2
eee5n070003, 1
eee5n070004, 1
eee5n080003, 1
eee5n080004, 2
eee5n090003, 1
eee5n090004, 1
eee5n100003, 2
eee5n100004, 1
eee5n110004, 2
eee5n130004, 1
eee5n2090003, 1
eee5n5040004, 1
eee5n5050003, 2
eee5n5060002, 1
eee5n5060003, 1
eee5n5070004, 2
eee5n5080003, 2
eee5n5080004, 1
eee5n5110004, 4
eee5n5120004, 1
eee5n5130004, 1
eee5n8040004, 1
eee5n8050003, 1
eee5n8070004, 1
eee5n8080004, 1
eee5n8090004, 2
eee5n8120004, 1
eee5n8140004, 1
eee5nb030002, 2
eee5nb040002, 5
eee5nb040003, 2
eee5nb050003, 2
eee5nb060002, 1
eee5nb070003, 1
eee5nb080004, 1
eee5nb090003, 1
eee5nb090004, 1
eee5nb130004, 1
eee5nb150004, 1
eee5ne000002, 1
eee5ne010002, 2
eee5ne020002, 1
eee5ne030002, 1
eee5ne030003, 2
eee5ne050002, 2
eee5ne050004, 3
eee5ne060003, 3
eee5ne060004, 6
eee5ne070003, 4
eee5ne070004, 3
eee5ne080003, 1
eee5ne080004, 9
eee5ne090004, 4
