class, amount
040003eeee5b, 1
040003eeee5e, 7
040003eeee5h, 1
040003eeee5k, 1
040003eeee5n, 1
040003eeee8, 1
040003eeee8e, 2
040003eeeeb, 3
040003eeeebe, 22
040003eeeee, 1
040003eeeee5, 13
040003eeeee8, 2
040003eeeeeb, 28
040003eeeeee, 284
040003eeeeeh, 18
040003eeeeen, 6
040003eeeeh, 1
040003eeeeh5, 1
040003eeeehe, 17
040003eeeh5, 1
040003eeehe, 3
040003eeehee, 1
040004ee5eb, 1
040004ee5ee, 1
040004ee5eee, 1
040004ee5een, 1
040004ee5eh, 1
040004ee5ene, 3
040004ee5epg, 1
040004ee5eq, 1
040004ee5nb, 1
040004ee5nee, 1
040004eee5ba, 1
040004eee5eg, 1
040004eee5n, 1
040004eee5n5, 1
040004eee5n8, 1
040004eeee5, 1
040004eeee5e, 2
040004eeee5n, 2
040004eeeebe, 1
040004eeeee5, 1
040004eeeee8, 1
040004eeeeeb, 2
040004eeeeee, 51
040004eeeeeh, 3
040004eeeeen, 2
040004eeeehe, 1
040004eeeene, 1
040005eeee5e, 1
040005eeeee5, 1
040100ebegg9, 1
040100qh5hp, 1
040101baahc, 1
040101beeb, 1
040101egc9fl, 1
040101egc9i, 2
040101egc9j, 1
040101eheen, 1
040101enheee, 1
040101eqghh, 1
040101eqh7q, 1
040101eqheh, 2
040101hegee, 1
040101hegqh, 1
040101jaba1, 1
040101kbab, 1
040101n5ebej, 1
040101n5een, 1
040101n5eqh, 1
040101n5hp7, 1
040101nbeeb, 1
040101ne5egq, 1
040101neeeee, 5
040101neehee, 1
040101nheee, 1
040101q5qh, 1
040101qheh, 3
040101qhhe, 2
050001eqehe, 1
050001j2jba, 1
050001jaaaa, 1
050001n5epgg, 2
050001nbeee, 1
050001neeeee, 2
050001nheh5e, 1
050001phhg, 1
0500025baja, 1
0500025bbb, 3
0500025beegq, 1
0500025bhegf, 1
0500025bhgca, 1
0500025eaeae, 1
0500025eaeen, 1
0500025eai0a, 1
0500025eaj91, 1
0500025eajaa, 1
0500025ebe, 1
0500025ebea, 2
0500025ebejb, 3
0500025ebi, 1
0500025ebnb, 1
0500025eeeee, 1
0500025eegg, 1
0500025eejab, 1
0500025eenh, 1
0500025eepgg, 1
0500025eggja, 1
0500025eghg, 1
0500025egnee, 1
0500025egogf, 1
0500025egp7, 1
0500025egpgg, 3
0500025egphg, 1
0500025ej1k, 1
0500025ej2a, 1
0500025ej9a1, 1
0500025eja9a, 1
0500025ejaaa, 6
0500025ejaab, 1
0500025ejab, 1
0500025ejba, 2
0500025eke2, 2
0500025en5b, 1
0500025en5en, 1
0500025en5k, 2
0500025en8e, 1
0500025ene5, 1
0500025ene5e, 2
0500025enee5, 2
0500025enee8, 1
0500025eneee, 12
0500025enhh, 1
0500025epg7q, 1
0500025epggg, 2
0500025epggh, 2
0500025epghg, 1
0500025eq5ph, 1
0500025hegge, 1
0500025hqgg, 1
0500025k5bn, 1
0500025k5eq, 1
0500025n2eja, 1
0500025n2en, 1
0500025n2eqe, 1
0500025n5nee, 1
0500025n5nh, 1
0500025n5q5, 1
0500025n5qh, 1
0500025n8ejb, 1
0500025n8nh, 1
0500025n8qeg, 1
0500025nb2, 1
0500025nb5n, 1
0500025nbbb, 1
0500025nbe2, 1
0500025nbee, 2
0500025ne2a, 1
0500025ne5n, 1
0500025neb5, 1
0500025neebe, 2
0500025neeee, 2
0500025neeeh, 1
0500025neehe, 1
0500025neh5n, 1
0500025nehe, 2
0500025nh5e, 1
0500025nhee, 1
0500025nheh, 2
0500025nhhh, 2
0500025p7gl, 1
0500025qe7pg, 1
0500025qegh, 1
0500025qehe, 1
050002e5bee, 1
050002e5beh, 1
050002e5eaae, 1
050002e5eaeeg, 1
050002e5eaj1, 1
050002e5ebe, 3
050002e5egog, 1
050002e5ehh, 1
050002e5ehk, 1
050002e5ehp, 1
050002e5ej9a, 1
050002e5ejab, 1
050002e5ejba, 1
050002e5eka, 1
050002e5ekee, 1
050002e5en5e, 1
050002e5enb, 1
050002e5enee, 1
050002e5eph, 1
050002e5eqg, 1
050002e5gehp, 1
050002e5hep, 1
050002e5hhn, 1
050002e5hn8, 1
050002e5hnhe, 1
050002e5kee, 1
050002e5n2e, 1
050002e5n2ee, 1
050002e5n8n, 1
050002e5nbe, 2
050002e5ne5n, 1
050002e5neb, 1
050002e5nebe, 1
050002e5neeb, 1
050002e5neeh, 2
050002e5nh5, 1
050002e5nhh, 2
050002e5q5h, 1
050002e5qee, 3
050002e5qeh, 1
050002e5qhh, 1
050002eabbe, 1
050002eaeaeg, 1
050002eaeheg, 1
050002eb9aa, 1
050002ebee, 1
050002ebneb, 1
050002ee2he, 2
050002ee2n2, 1
050002ee5eae, 1
050002ee5eaj, 1
050002ee5ee, 1
050002ee5een, 2
050002ee5egp, 3
050002ee5ej, 3
050002ee5epg, 2
050002ee5kb, 1
050002ee5n8, 1
050002ee5ne, 2
050002ee5neh, 1
050002ee5nhe, 2
050002ee5qe, 1
050002eeb5k, 2
050002eebeb, 2
050002eebee, 3
050002eee2ea, 1
050002eee2n, 1
050002eee5b, 2
050002eee5e, 1
050002eee5en, 1
050002eee5ep, 1
050002eee5he, 1
050002eee5k, 2
050002eee5ne, 2
050002eee8n, 1
050002eeebe, 7
050002eeebee, 5
050002eeee2, 1
050002eeee2e, 1
050002eeee5, 4
050002eeee5e, 5
050002eeee5n, 4
050002eeee5q, 1
050002eeee8, 1
050002eeeeb, 6
050002eeeeb5, 1
050002eeeebe, 9
050002eeeee2, 2
050002eeeee5, 12
050002eeeeeb, 12
050002eeeeee, 128
050002eeeeeh, 9
050002eeeehe, 11
050002eeefca, 1
050002eeehe, 5
050002eeehee, 3
050002eeh5ej, 1
050002eehee, 4
050002eehke, 2
050002een2n, 1
050002een5a, 1
050002eeneee, 4
050002eepg7g, 1
050002eepggg, 4
050002eghgg, 1
050002egogf7, 1
050002egpggg, 2
050002ehcal, 1
050002ehfgl, 1
050002ehnee, 1
050002ehneg, 1
050002ehqh, 1
050002ejaa1a, 1
050002ejaaa, 1
050002ejaaaa, 1
050002ejaba, 1
050002ek5eq, 2
050002ekaab, 1
050002ekbb, 1
050002ekebb, 1
050002en5ne, 1
050002enbee, 1
050002ene5b, 1
050002enee8e, 1
050002eneeee, 6
050002enehe, 1
050002epgggg, 1
050002eq5qe, 1
050002eq8q, 1
050002eqeeh, 1
050002eqggg, 3
050002eqghg, 1
050002eqh8, 1
050002n2k5e, 1
050002n5bbj, 1
050002n5bbn, 1
050002n5bnb, 2
050002n5ek1a, 1
050002n5heh, 1
050002n5ke5, 1
050002n5n8n, 1
050002n5nee, 1
050002ne2eb, 1
050002ne5nhe, 1
050002ne8ee, 1
050002nebee, 2
050002neebe, 1
050002neebee, 5
050002neeebe, 3
050002neeee, 1
050002neeeeb, 1
050002neeeee, 1
050002neeeeh, 1
050002neeehe, 2
050002neehee, 3
050002nehee, 2
050002neheee, 2
050002neheh, 2
050002nheeh, 1
050002qe8eg, 1
0500035bb, 1
0500035bbhg, 1
0500035eaaeg, 1
0500035ebe, 1
0500035ebeh, 1
0500035ebek, 1
0500035eeba, 1
0500035eebe, 1
0500035eeeh, 1
0500035eeeq5, 1
0500035eejba, 1
0500035eene, 1
0500035eenee, 2
0500035eepgg, 1
0500035eeq8, 1
0500035egpgg, 1
0500035ehqe, 1
0500035ej2j, 1
0500035ejaaa, 1
0500035eke1, 1
0500035ekee, 2
0500035en5e, 1
0500035en5eae, 1
0500035en5n, 1
0500035ene5, 2
0500035ene5e, 1
0500035enee5, 1
0500035eneee, 6
0500035eneeh, 1
0500035enhee, 1
0500035n5kb, 1
0500035n5n5n, 2
0500035n5nee, 1
0500035nbeb, 1
0500035ne5e, 1
0500035ne8k, 1
0500035nebe, 2
0500035nee2, 1
0500035neebe, 1
0500035neeee, 2
0500035neeeh, 1
0500035neehe, 3
0500035nehe, 2
050003e5bb, 1
050003e5e9a, 1
050003e5eaac, 1
050003e5eab, 1
050003e5eabe, 1
050003e5eaj9, 1
050003e5ebea, 1
050003e5ebej, 1
050003e5eee, 2
050003e5eeeq, 1
050003e5eehn, 1
050003e5eejb, 1
050003e5een, 1
050003e5een5, 1
050003e5eene, 2
050003e5eeph, 1
050003e5eeq, 1
050003e5eggg, 2
050003e5eggh, 1
050003e5eggj, 2
050003e5egne, 1
050003e5egpg, 1
050003e5ehp, 1
050003e5eia1, 1
050003e5ej1k, 1
050003e5eja, 1
050003e5ejaa, 4
050003e5ejab, 2
050003e5ek5, 1
050003e5eka, 1
050003e5ekee, 3
050003e5en5, 3
050003e5en5e, 3
050003e5ene, 2
050003e5ene5, 5
050003e5enee, 10
050003e5eneh, 1
050003e5ep7g, 1
050003e5ephg, 1
050003e5eqh, 1
050003e5hegg, 1
050003e5hep, 1
050003e5hgf, 1
050003e5hpg, 1
050003e5hqg, 1
050003e5hqh, 1
050003e5jb, 1
050003e5keb, 1
050003e5n5n5, 1
050003e5nbe, 3
050003e5nbee, 1
050003e5ne2, 1
050003e5neb, 1
050003e5nebe, 1
050003e5neeb, 1
050003e5neee, 1
050003e5neeh, 1
050003e5nhe, 2
050003e5qeh, 2
050003ee5bb, 1
050003ee5be, 1
050003ee5bn, 2
050003ee5ean, 1
050003ee5eb, 2
050003ee5eba, 1
050003ee5eej, 2
050003ee5eep, 2
050003ee5eh, 1
050003ee5eja, 2
050003ee5ejb, 1
050003ee5eke, 1
050003ee5enb, 1
050003ee5ene, 6
050003ee5eqe, 1
050003ee5k5, 2
050003ee5ke, 1
050003ee5n2, 1
050003ee5n5, 1
050003ee5nb, 1
050003ee5nbe, 4
050003ee5nee, 5
050003ee5nhe, 1
050003ee5qe, 1
050003ee5qh, 1
050003ee8epg, 1
050003ee8nh, 1
050003eebee, 1
050003eee2e, 2
050003eee2he, 1
050003eee5b, 1
050003eee5e, 2
050003eee5ea, 2
050003eee5ee, 4
050003eee5ej, 6
050003eee5en, 6
050003eee5ep, 1
050003eee5he, 1
050003eee5hg, 1
050003eee5k, 1
050003eee5ke, 1
050003eee5n, 2
050003eee5n5, 2
050003eee5n8, 1
050003eee5nb, 2
050003eee5q, 2
050003eeeb5, 1
050003eeebe, 5
050003eeebee, 1
050003eeee2, 1
050003eeee2e, 2
050003eeee5, 7
050003eeee5a, 1
050003eeee5b, 3
050003eeee5e, 17
050003eeee5q, 1
050003eeee8, 4
050003eeeeb, 8
050003eeeeb5, 2
050003eeeebe, 17
050003eeeee, 1
050003eeeee2, 3
050003eeeee5, 21
050003eeeee8, 1
050003eeeeeb, 26
050003eeeeee, 302
050003eeeeeh, 15
050003eeeeen, 16
050003eeeeh, 5
050003eeeeh5, 2
050003eeeehe, 13
050003eeehe, 2
050003eehe5, 1
050004ee5ea, 1
050004ee5eaj, 1
050004ee5eb, 1
050004ee5ee, 1
050004ee5eee, 1
050004ee5eeq, 1
050004ee5eh, 1
050004ee5ej, 1
050004ee5eja, 2
050004ee5ek, 2
050004ee5en, 1
050004ee5en5, 1
050004ee5ene, 8
050004ee5ep, 1
050004ee5eq, 2
050004ee5n5n, 1
050004ee5ne2, 1
050004ee5nee, 1
050004eee5e, 2
050004eee5ee, 2
050004eee5eg, 1
050004eee5ei, 2
050004eee5ej, 1
050004eee5en, 7
050004eee5h, 1
050004eee5n, 1
050004eee5ne, 3
050004eee5nh, 1
050004eeee, 1
050004eeee5e, 10
050004eeee5k, 2
050004eeee5n, 2
050004eeee5q, 2
050004eeeeb, 1
050004eeeee2, 1
050004eeeee5, 13
050004eeeeeb, 1
050004eeeeee, 147
050004eeeeeh, 7
050004eeeeen, 1
050004eeeen5, 1
050004eeeene, 12
050004eeen5e, 2
050004eeenee, 1
050005eeeeee, 3
050101eegogf, 1
050101eehke, 1
050101eeqhe, 1
050101egcai, 1
050101egco3f, 1
050101eheen, 1
050101en8ke, 1
050101enebe, 1
050101eqehe, 1
050101hego7, 1
050101n5ebej, 1
050101n5ehq, 1
050101qeh5n, 1
050101qh5q, 1
060001ne5en5, 1
060001neeeee, 1
060001nheh5e, 1
0600025bbhe, 1
0600025bejaa, 1
0600025bejab, 1
0600025bneb, 1
0600025eabe, 1
0600025eajab, 1
0600025ebbae, 1
0600025ebea, 1
0600025ebn5, 1
0600025ebqg, 1
0600025ecae, 1
0600025eeggo, 1
0600025eggja, 1
0600025egpgg, 1
0600025ehhe, 1
0600025ehqe7, 1
0600025ehqh, 1
0600025eia1, 1
0600025ej1aj, 1
0600025ej2a, 1
0600025ej9a1, 1
0600025ejaa1, 1
0600025ejaaa, 4
0600025ek5e, 1
0600025ekee, 1
0600025en5e, 1
0600025ene5e, 1
0600025eneee, 6
0600025epggg, 3
0600025epggh, 1
0600025eqg8, 1
0600025eqgg, 1
0600025eqgh, 2
0600025eqhh, 1
0600025hen5, 1
0600025henb, 1
0600025hep8g, 1
0600025hepg, 1
0600025hn8q, 1
0600025hnhh, 1
0600025k5kb, 1
0600025kebe, 1
0600025n5ek, 1
0600025n5ke, 1
0600025n5n5, 1
0600025n5nee, 2
0600025n8eph, 1
0600025n8hn, 1
0600025n8nh, 1
0600025nbbb, 1
0600025nbeb, 1
0600025nbee, 2
0600025ne8e, 1
0600025ne8h, 1
0600025ne8n, 1
0600025nebe, 1
0600025nebee, 2
0600025neeee, 2
0600025neeeh, 1
0600025nh5e, 1
0600025nhee, 2
0600025nheh, 1
0600025nhhh, 2
0600025qe5gq, 1
0600028eeegp, 1
060002e5bke, 1
060002e5eaae, 1
060002e5eaj1, 1
060002e5eaja, 1
060002e5eene, 1
060002e5efc, 1
060002e5egfq, 1
060002e5ejab, 1
060002e5ejba, 1
060002e5epgh, 1
060002e5hep, 1
060002e5hhp, 1
060002e5ke5, 1
060002e5n8n, 1
060002e5nbe, 1
060002e5neee, 1
060002e5neh, 2
060002e5nhe, 2
060002e5q5ek, 1
060002ee5e9, 1
060002ee5egp, 1
060002ee5en, 1
060002ee5en5, 1
060002ee5ep7, 1
060002ee5nee, 2
060002ee5nhe, 2
060002ee5qe, 2
060002eeaj9a, 1
060002eebee, 3
060002eee2k, 1
060002eee5ea, 1
060002eee5en, 1
060002eee5ep, 1
060002eee5n5, 1
060002eee5nb, 1
060002eee5q, 1
060002eee8e, 2
060002eee8ej, 1
060002eee8n, 2
060002eeebe, 9
060002eeebee, 4
060002eeee2, 1
060002eeee5, 1
060002eeee5e, 5
060002eeee5k, 1
060002eeee5n, 2
060002eeeeb, 1
060002eeeeb5, 1
060002eeeebe, 9
060002eeeee5, 3
060002eeeeeb, 5
060002eeeeee, 57
060002eeeeeh, 12
060002eeeeh, 1
060002eeeehe, 7
060002eeehe, 4
060002eeehe5, 1
060002eeehee, 6
060002eegp7p, 1
060002eehe8, 1
060002eehee, 2
060002eejbba, 1
060002eekab, 1
060002eeneee, 2
060002eepggg, 1
060002ehhn, 1
060002ehqh, 1
060002ejbaa, 1
060002ek1ja, 1
060002ekbb, 1
060002eke2n, 1
060002en5en, 1
060002eneeee, 1
060002enehe5, 1
060002enhhe, 1
060002eqggg, 1
060002eqh8, 1
060002eqheh, 1
060002n5ejab, 1
060002n5ke5, 2
060002n5qe8, 1
060002ne8n8, 1
060002nebe2, 1
060002nebee, 1
060002neebe, 1
060002neeebe, 1
060002neehee, 2
060002nehee, 2
0600035eaaeg, 1
0600035eaak, 1
0600035eajaa, 1
0600035ebeh, 1
0600035eeen, 1
0600035eeene, 1
0600035eehea, 1
0600035eehng, 1
0600035eeka, 1
0600035een2, 1
0600035eene, 1
0600035eenee, 1
0600035eep7g, 1
0600035eepgg, 1
0600035eeph7, 1
0600035eephh, 1
0600035egfq, 1
0600035eggh, 1
0600035ehne, 1
0600035ehnh, 1
0600035ehqe, 1
0600035ejaa, 1
0600035ejaaa, 1
0600035ek2a, 1
0600035ekaa, 1
0600035ekab, 1
0600035ekb2, 1
0600035ekee, 1
0600035en5e, 1
0600035en5en, 3
0600035enb5e, 1
0600035enee5, 2
0600035eneee, 11
0600035eneeh, 3
0600035ep8f, 1
0600035epgg7, 1
0600035ephgg, 1
0600035eqgg, 1
0600035n5eep, 2
0600035n5nee, 1
0600035nbee, 3
0600035ne5b, 1
0600035nebe, 5
0600035nebee, 1
0600035neeb, 2
0600035neebe, 4
0600035neeeb, 2
0600035neehe, 1
0600035nehee, 1
0600035nhe5, 1
0600035q8ep, 1
060003e5baj, 1
060003e5bb, 1
060003e5beja, 1
060003e5beq, 2
060003e5ebb, 1
060003e5ebe, 1
060003e5ebea, 1
060003e5ebi, 1
060003e5ebk, 1
060003e5eeen, 1
060003e5eegn, 1
060003e5eeh, 1
060003e5eek, 1
060003e5een, 1
060003e5eepg, 2
060003e5eeph, 1
060003e5eeq, 2
060003e5eeqg, 1
060003e5egg, 1
060003e5egpg, 3
060003e5eia1, 1
060003e5ej2, 1
060003e5eja, 1
060003e5ejaa, 6
060003e5ejab, 1
060003e5ek1, 1
060003e5ek5, 1
060003e5ekb, 1
060003e5ekee, 1
060003e5en5e, 1
060003e5ene, 1
060003e5enee, 13
060003e5eneh, 3
060003e5enh, 1
060003e5ep7g, 1
060003e5epg, 1
060003e5epg7, 1
060003e5epgg, 2
060003e5ephg, 2
060003e5eqgg, 1
060003e5eqh, 1
060003e5hhn, 2
060003e5n2ea, 1
060003e5n5en, 1
060003e5n5h, 1
060003e5n5k, 1
060003e5n5n5, 1
060003e5n5n8, 1
060003e5n8ej, 1
060003e5n8ek, 1
060003e5nbe, 4
060003e5ne5n, 1
060003e5nebe, 2
060003e5neeb, 2
060003e5neee, 4
060003e5neh, 2
060003e5nehe, 3
060003e5nh5, 1
060003e5nhe, 2
060003e5nhh, 1
060003e5q5g, 1
060003e5q8e, 2
060003ee2ee, 1
060003ee5, 1
060003ee5b, 1
060003ee5be, 1
060003ee5e, 1
060003ee5ee, 2
060003ee5eeg, 1
060003ee5eeq, 1
060003ee5egg, 1
060003ee5eh, 1
060003ee5eja, 2
060003ee5ejb, 1
060003ee5ek, 1
060003ee5en5, 1
060003ee5ene, 7
060003ee5epg, 2
060003ee5he, 1
060003ee5hg, 1
060003ee5hn, 1
060003ee5hq, 1
060003ee5kb, 1
060003ee5ke, 2
060003ee5n2e, 1
060003ee5n5n, 1
060003ee5n8, 1
060003ee5nb, 2
060003ee5ne, 1
060003ee5ne5, 1
060003ee5nee, 2
060003ee5nh, 2
060003ee5q5, 1
060003ee5qe, 1
060003eebe5, 1
060003eebeb, 1
060003eebee, 1
060003eee2n, 1
060003eee5a, 1
060003eee5b, 2
060003eee5e, 5
060003eee5ea, 1
060003eee5ee, 3
060003eee5eg, 1
060003eee5ej, 4
060003eee5en, 4
060003eee5h, 2
060003eee5he, 1
060003eee5k, 3
060003eee5ke, 3
060003eee5n, 3
060003eee5n5, 1
060003eee5ne, 3
060003eee5nh, 1
060003eee5q, 1
060003eee5qe, 1
060003eeeb5, 2
060003eeebe, 2
060003eeebee, 3
060003eeee2, 1
060003eeee2e, 1
060003eeee2n, 3
060003eeee5, 3
060003eeee5b, 3
060003eeee5e, 21
060003eeee5h, 1
060003eeee5n, 9
060003eeee8, 1
060003eeeeb, 6
060003eeeebe, 19
060003eeeee, 2
060003eeeee5, 32
060003eeeeeb, 14
060003eeeeee, 311
060003eeeeeh, 24
060003eeeeen, 11
060003eeeeh, 1
060003eeeehe, 23
060003eeehe, 4
060003eeehee, 3
060003eeheee, 2
060004ee5bn, 1
060004ee5ebn, 1
060004ee5ee, 1
060004ee5egg, 3
060004ee5eh, 2
060004ee5eja, 1
060004ee5ek, 1
060004ee5en, 1
060004ee5en5, 1
060004ee5ene, 7
060004ee5hp, 1
060004ee5n2, 1
060004ee5n5, 1
060004ee5n5k, 1
060004ee5n5n, 2
060004ee5neb, 1
060004ee5nee, 2
060004ee5neh, 2
060004ee5nh, 1
060004ee5nhe, 1
060004eee2e, 1
060004eee5b, 1
060004eee5e, 6
060004eee5ea, 1
060004eee5ee, 3
060004eee5eg, 1
060004eee5ej, 5
060004eee5en, 8
060004eee5ep, 4
060004eee5h, 2
060004eee5j, 1
060004eee5n, 2
060004eee5ne, 6
060004eeee5, 4
060004eeee5e, 7
060004eeee5k, 1
060004eeee5n, 6
060004eeee5q, 1
060004eeeee5, 18
060004eeeee8, 5
060004eeeeeb, 3
060004eeeeee, 213
060004eeeeeh, 6
060004eeeeen, 3
060004eeeehe, 1
060004eeeen5, 3
060004eeeene, 7
060004eeen5e, 1
060004eeene5, 5
060004eeenee, 7
060005eeee5e, 1
060005eeee5n, 2
060005eeeee, 1
060005eeeee5, 2
060005eeeeee, 26
060005eeeen5, 1
060005eeenee, 1
060005een5ee, 1
060005eene5e, 1
060005eenee5, 1
0600065eeeee, 1
060006e5eeee, 1
060006ee5eee, 1
060006eeeeee, 1
060101begfq, 2
060101nbe2e, 1
060101neb5e, 1
060101nebe5, 1
060101neebee, 1
060101nhehe, 1
070001nebee, 1
070001neeeee, 2
070001neeeeh, 1
0700025eaeehg, 1
0700025ebej, 1
0700025ebja, 1
0700025eeaaee, 1
0700025egggn, 1
0700025egof, 1
0700025egpgg, 2
0700025eiaaa, 1
0700025ejaa, 1
0700025ejaaa, 2
0700025ekab, 1
0700025enbee, 1
0700025ene5e, 1
0700025enee, 1
0700025eneee, 5
0700025enehe, 1
0700025enhe, 1
0700025epg7q, 1
0700025epggg, 2
0700025ephgg, 1
0700025henh, 1
0700025n5ek, 1
0700025n5qe, 1
0700025n8eq, 1
0700025nbbe, 1
0700025nbeb, 1
0700025nbee, 1
0700025nebe, 1
0700025neehe, 1
0700025nehee, 1
0700025nhe5, 1
0700025nhee, 1
070002e5bne, 1
070002e5eene, 1
070002e5ehp, 1
070002e5kaa, 1
070002e5n2e, 1
070002e5nebe, 1
070002e5nhee, 1
070002e5qeh, 1
070002e5qhh, 1
070002ee2ek, 1
070002ee5be, 1
070002ee5epg, 1
070002ee5ke, 1
070002ee5neb, 1
070002ee5nee, 1
070002ee8en, 1
070002eebe2, 1
070002eebee, 1
070002eee5ke, 1
070002eee8ej, 1
070002eee8n, 2
070002eeebe, 3
070002eeebe5, 1
070002eeebee, 4
070002eeee5n, 1
070002eeeebe, 5
070002eeeee5, 5
070002eeeeeb, 3
070002eeeeee, 26
070002eeeeeh, 5
070002eeeehe, 2
070002eeeh5e, 1
070002eeehe, 1
070002eeehee, 3
070002eehee, 1
070002eeheh, 1
070002ekee2, 1
0700035eabee, 1
0700035eabeh, 1
0700035eaeeh, 1
0700035ebaj, 1
0700035ebea, 1
0700035ebk, 1
0700035eeake, 1
0700035eeene, 1
0700035eegek, 1
0700035eejbb, 1
0700035eek5, 1
0700035een2, 1
0700035eepgg, 2
0700035eeph7, 1
0700035egggl, 1
0700035egpgg, 1
0700035egqgg, 1
0700035ehg, 1
0700035ehpg, 1
0700035ehq7g, 1
0700035ej1ka, 1
0700035ejaa, 2
0700035ejaaa, 1
0700035ejaab, 1
0700035ejbaa, 1
0700035ekab, 1
0700035ekee, 1
0700035en5e, 3
0700035en5en, 1
0700035ene5n, 1
0700035enebe, 1
0700035enee, 1
0700035eneee, 14
0700035enhe, 2
0700035epfgg, 1
0700035epg8o, 2
0700035epggg, 2
0700035epgh7, 1
0700035henh, 1
0700035heph, 1
0700035n2eb, 1
0700035n5n5n, 2
0700035n8nh, 1
0700035nbee, 1
0700035ne2e, 1
0700035ne5b, 1
0700035nebe, 2
0700035neebe, 3
0700035neee, 1
0700035neee5, 1
0700035neeee, 2
0700035neeh, 1
0700035neehe, 1
0700035nehe, 3
0700035nehe5, 1
0700035nehee, 2
0700035nehh, 1
0700035nhee, 2
0700035qegg, 1
070003e5bb, 1
070003e5eaee, 1
070003e5ebe, 1
070003e5ebj, 1
070003e5eeh, 1
070003e5eehe, 1
070003e5eeja, 1
070003e5eejb, 1
070003e5eek, 1
070003e5een5, 1
070003e5eene, 4
070003e5eggg, 1
070003e5ehe, 1
070003e5ehqe, 1
070003e5eiaa, 1
070003e5ej9a, 1
070003e5eja, 1
070003e5ejaa, 7
070003e5ejab, 1
070003e5ekb, 1
070003e5en5, 2
070003e5en5e, 2
070003e5en5n, 1
070003e5enbe, 1
070003e5ene, 1
070003e5ene5, 3
070003e5enee, 14
070003e5enhe, 1
070003e5ep7, 1
070003e5ep7g, 1
070003e5epg7, 1
070003e5epgg, 2
070003e5epgh, 2
070003e5eph, 1
070003e5ephg, 1
070003e5hqh, 2
070003e5n5n5, 1
070003e5n8, 1
070003e5n8e, 1
070003e5n8q, 1
070003e5nb2, 1
070003e5nbe, 2
070003e5neb, 1
070003e5neb5, 1
070003e5nebe, 2
070003e5neeb, 2
070003e5neee, 1
070003e5neeh, 3
070003e5nehe, 3
070003e5nhe, 4
070003e5q5e, 1
070003e5qe7p, 1
070003e8eeeg, 1
070003ee2ee, 1
070003ee5be, 1
070003ee5bea, 1
070003ee5bej, 1
070003ee5bn, 2
070003ee5eee, 1
070003ee5eej, 1
070003ee5een, 2
070003ee5eep, 1
070003ee5efc, 1
070003ee5egq, 1
070003ee5eja, 8
070003ee5eke, 3
070003ee5en, 3
070003ee5en5, 1
070003ee5ene, 8
070003ee5ep7, 1
070003ee5epg, 4
070003ee5hg, 1
070003ee5ke, 3
070003ee5n2e, 1
070003ee5n8, 1
070003ee5nb, 3
070003ee5nbe, 3
070003ee5nee, 3
070003ee5neh, 2
070003ee5nh, 2
070003ee5q5, 1
070003ee5q5e, 1
070003ee5qe, 2
070003ee8nh, 1
070003eee2j, 1
070003eee5e, 3
070003eee5ea, 1
070003eee5ee, 2
070003eee5ej, 1
070003eee5ek, 1
070003eee5en, 8
070003eee5ep, 1
070003eee5eq, 1
070003eee5h, 1
070003eee5k, 1
070003eee5n, 1
070003eee5nb, 1
070003eee5ne, 4
070003eee5nh, 1
070003eee5q, 1
070003eeeb5, 2
070003eeebe, 3
070003eeebe5, 1
070003eeebee, 4
070003eeee2, 1
070003eeee2n, 1
070003eeee5, 6
070003eeee5a, 1
070003eeee5b, 3
070003eeee5e, 11
070003eeee5k, 1
070003eeee5n, 4
070003eeee8, 2
070003eeeeb, 5
070003eeeeb5, 1
070003eeeebe, 29
070003eeeee2, 2
070003eeeee5, 20
070003eeeeeb, 31
070003eeeeee, 301
070003eeeeeh, 21
070003eeeeen, 10
070003eeeehe, 15
070003eeeh5e, 1
070003eeehe, 9
070003eeehe5, 1
070003eeehee, 2
070003eeheee, 1
070004ee5ebe, 1
070004ee5ee, 5
070004ee5eee, 2
070004ee5een, 1
070004ee5eeq, 1
070004ee5egg, 2
070004ee5egp, 2
070004ee5eh, 1
070004ee5ej, 1
070004ee5eja, 2
070004ee5ek, 1
070004ee5en, 2
070004ee5en5, 4
070004ee5ene, 4
070004ee5ep7, 1
070004ee5eph, 1
070004ee5eq, 1
070004ee5hg, 1
070004ee5n8e, 1
070004ee5neb, 1
070004ee5nee, 1
070004ee5neh, 1
070004ee5nh, 1
070004ee5q8, 1
070004eee5e, 2
070004eee5ea, 1
070004eee5ee, 3
070004eee5eg, 2
070004eee5ej, 3
070004eee5en, 6
070004eee5ep, 5
070004eee5h, 1
070004eee5j, 1
070004eee5k, 1
070004eee5ke, 1
070004eee5n, 1
070004eee5n5, 2
070004eee5n8, 1
070004eee5ne, 3
070004eee5q, 2
070004eee5qe, 1
070004eeebe, 1
070004eeee5, 4
070004eeee5e, 11
070004eeee5n, 2
070004eeee5q, 1
070004eeeeb, 1
070004eeeebe, 2
070004eeeee, 2
070004eeeee5, 21
070004eeeeeb, 8
070004eeeeee, 259
070004eeeeeh, 11
070004eeeeen, 8
070004eeeeh, 1
070004eeeen5, 2
070004eeeene, 15
070004eeen5e, 1
070004eeenee, 8
070005eeee5, 1
070005eeee5e, 8
070005eeee5n, 1
070005eeeee5, 8
070005eeeeee, 76
070005eeeeen, 1
070005eeeene, 1
