class, amount
0200035ebbae, 1
0200035eenee, 1
0200035eeqh, 1
0200035egghg, 1
0200035eghgg, 1
0200035egp7, 1
0200035ej9aa, 1
0200035ejaaa, 1
0200035enee, 1
0200035eneee, 2
0200035epggg, 1
0200035eqgh, 1
0200035eqh7, 1
0200035eqh8, 1
0200035n2ea, 1
0200035nbee, 1
0200035neeh5, 1
0200035nehee, 1
0200035nhee, 1
020003e5eane, 1
020003e5ei1a, 1
020003e5ejab, 1
020003e5en5e, 1
020003e5enee, 2
020003e5nbee, 1
020003e5nebe, 1
020003e5qee, 1
020003ee5eej, 1
020003ee5eja, 1
020003ee5ene, 1
020003ee5nb, 1
020003ee5nee, 1
020003eee5ee, 2
020003eee5en, 2
020003eee5q, 2
020003eee8n, 1
020003eeebe, 1
020003eeebee, 2
020003eeee2n, 1
020003eeee5, 1
020003eeee5e, 3
020003eeee5q, 1
020003eeee8, 1
020003eeeeb, 1
020003eeeebe, 6
020003eeeee2, 1
020003eeeee5, 1
020003eeeeeb, 5
020003eeeeee, 29
020003eeeeeh, 7
020003eeeeen, 2
020003eeeehe, 2
020003eeeene, 1
020003eeehe, 1
020004eeee5e, 1
020004eeeee5, 2
020004eeeeee, 1
020005eeeeee, 3
020101aaaca, 1
020101abjba, 1
020101aehej, 1
020101an8bk, 1
020101bjb5, 1
020101eahfq, 1
020101ebeaka, 1
020101ebkab, 1
020101eeajaa, 3
020101eeefcp, 1
020101eegggc, 1
020101eeggnh, 1
020101egc9af, 1
020101egcccj, 1
020101egcclf, 2
020101egccoc, 2
020101egcfhg, 1
020101egcghq, 1
020101egclcc, 1
020101egco6, 1
020101egco6c, 1
020101ehgpg, 1
020101ejbab, 1
020101ekebb, 1
020101ep8eeq, 1
020101ephgh, 1
020101eqghh, 2
020101hbaka, 1
020101j2ai, 2
020101jbab, 1
020101k1aj, 1
020101kbbb, 1
020101kbbe, 1
020101ke1bja, 1
020101kebb, 1
020101kebeb, 3
020101n5nbe, 1
020101nbbeb, 1
020101nbeeb, 1
020101nbeee, 2
020101ne5he, 1
020101ne5nee, 2
020101nebee, 1
020101neebee, 1
020101neee5, 1
020101neee5e, 2
020101neeebe, 2
020101neeeee, 6
020101nehee, 1
020101neheee, 1
020101nheee, 1
020101nheeh, 1
020101phhh, 1
020101qe7qe, 1
020101qehh, 1
020101qehhe, 1
020101qh5n, 1
020101qheh, 1
020101qhh, 1
020101qhhh, 1
030000bhg9c, 4
030000bhgcac, 1
030000bhgcacc, 1
030000bhgcal3, 2
030000ebhgca, 1
030000eeaegcc, 1
030000eeef9, 1
030000eeegca, 1
030000eeeke, 1
030000eeg9cc, 1
030000eegcac, 1
030000eegcal, 2
030000eegcal3, 1
030000eeglcc, 1
030000eehca, 1
030000n5eaeg, 2
030000n5eefc, 1
030000n5ehc, 3
030000n5h, 1
030000neeee5, 3
030001aaaegc, 1
030001alccc, 1
030001bbb, 1
030001behnb, 1
030001eaehq, 1
030001eaj99, 1
030001ebbea, 1
030001ebe9a, 1
030001ebk2, 1
030001eeba, 1
030001eeeggn, 1
030001eegcp, 1
030001eegp7, 1
030001eehnh, 2
030001eejaaa, 1
030001eekeab, 1
030001eene5, 1
030001eenee, 1
030001eeneh, 1
030001eenehe, 1
030001eepghg, 1
030001eeph8, 1
030001eeqeh, 1
030001egc9ca, 1
030001egcal0, 1
030001egcal9, 1
030001eghq7, 1
030001egpggg, 1
030001eheeg, 2
030001ehegq, 1
030001ehej2, 1
030001ehgglf, 1
030001ehggn8, 2
030001ehgqg, 1
030001ehnee, 1
030001ehnhe, 2
030001ehp8g, 2
030001eja1a, 1
030001eja9a1, 1
030001ejaaaa, 2
030001ejaaba, 1
030001ejabab, 1
030001ejbaa2, 1
030001ek5anb, 1
030001ek5kb, 1
030001eka2a, 1
030001ekabb, 1
030001ekbaa, 1
030001ekbab, 1
030001ekbeb, 2
030001ekebe, 1
030001ekeee, 1
030001en5bn, 1
030001en5eh, 1
030001en5he, 1
030001en5k5, 1
030001en5n5, 1
030001en5qh, 1
030001en8eh, 1
030001enbee, 2
030001ene5e, 1
030001ene5ea, 1
030001ene5q, 1
030001eneeb, 1
030001eneeee, 7
030001enh5n, 2
030001enhe5, 2
030001enhee, 2
030001enhhe, 1
030001ep7nee, 2
030001epgggg, 1
030001ephggh, 1
030001eq5ke, 1
030001eqeee, 1
030001eqeeh, 3
030001eqghh, 1
030001eqh7g, 1
030001eqheh, 1
030001eqhh, 1
030001eqhhg, 1
030001fgqh, 1
030001gphgg, 1
030001hggo3, 1
030001hnehh, 1
030001j2ka, 1
030001ja1kb, 1
030001k5kb, 3
030001kebb, 2
030001n5eggg, 1
030001n5ej0, 1
030001n5ene5, 1
030001n5eqh, 2
030001n5p7g, 1
030001n5qee, 1
030001n5qeh, 1
030001n5qhe, 1
030001n8eg, 1
030001n8qe8, 2
030001n8qeh, 1
030001nb5ke, 1
030001nbebe, 2
030001ne5ee, 1
030001ne5ej1, 1
030001ne5eq, 1
030001ne5hhe, 2
030001neb5ee, 1
030001nebee, 2
030001nee2qe, 1
030001nee5e, 1
030001nee5ea, 1
030001nee5eg, 1
030001nee5ep, 2
030001nee5ne, 1
030001neebe, 1
030001neebee, 1
030001neee5, 1
030001neee5e, 4
030001neee8e, 1
030001neeee5, 2
030001neeee8, 1
030001neeeeb, 2
030001neeeee, 14
030001neehee, 1
030001nehee, 1
030001neheee, 1
030001neheh, 1
030001nh5ee, 1
030001nh5eej, 1
030001nheh5, 1
030001nhehe, 2
030001oggf7, 1
030001p7glc, 1
030001pgggg, 1
030001q5egpg, 1
030001q5pgf, 1
030001qhhe, 1
0300025aalc, 1
0300025bacae, 1
0300025bbhe, 1
0300025behg, 1
0300025bheg, 1
0300025eabe, 1
0300025eajbb, 1
0300025ebaa, 2
0300025ebbn, 1
0300025ebjb, 1
0300025eca, 1
0300025eeene, 1
0300025eehb, 1
0300025eehfg, 1
0300025eejaa, 1
0300025eek5a, 1
0300025eeqe, 1
0300025egpgg, 2
0300025egq5, 1
0300025ehggg, 1
0300025ehhe, 1
0300025ehqg, 1
0300025eiaaa, 3
0300025ej1aj, 1
0300025ejaa1, 1
0300025ejaaa, 4
0300025ejba, 2
0300025ekaa, 1
0300025ekab, 1
0300025ekee, 2
0300025en5e, 2
0300025en5en, 2
0300025en5n, 1
0300025en8e, 1
0300025ene5, 1
0300025ene5e, 2
0300025eneb, 1
0300025enebe, 1
0300025enee, 1
0300025enee5, 1
0300025eneee, 9
0300025enh5e, 1
0300025enhh, 1
0300025epggg, 2
0300025eq5ep, 1
0300025eqegh, 1
0300025eqg8, 1
0300025eqhe, 1
0300025eqhh, 3
0300025hegge, 2
0300025hegp, 1
0300025hepg, 1
0300025jaaa, 1
0300025kbea, 1
0300025kebb, 1
0300025kebe, 2
0300025n2e, 1
0300025n2nb, 1
0300025n5en5, 1
0300025n5q5, 1
0300025n5qe, 1
0300025n8eh, 1
0300025n8epg, 1
0300025n8eph, 1
0300025n8nh, 1
0300025nb5j, 1
0300025nbeb, 4
0300025nbee, 1
0300025nebe, 2
0300025nebee, 2
0300025neebe, 5
0300025neeeb, 2
0300025neeee, 3
0300025neeeh, 1
0300025neehe, 1
0300025nehe, 4
0300025nehe5, 1
0300025nhe8, 1
0300025nhee, 5
0300025nheh, 3
0300025nhhe, 1
0300025q8ep, 1
0300025q8o, 1
0300025qe8n, 2
030002bbgg, 1
030002bebe, 1
030002bee, 1
030002e5aal, 1
030002e5bja, 1
030002e5bke, 1
030002e5bnb, 1
030002e5eaee, 1
030002e5eba, 1
030002e5ebe, 1
030002e5ebn, 1
030002e5eeb, 1
030002e5eebe, 1
030002e5eeeg, 1
030002e5eeen, 1
030002e5eejb, 1
030002e5eenb, 1
030002e5eene, 1
030002e5efc, 1
030002e5eggg, 1
030002e5egqg, 1
030002e5ehq, 1
030002e5eiaa, 1
030002e5ej1a, 1
030002e5ej1k, 1
030002e5ejaa, 2
030002e5ejab, 1
030002e5ejba, 2
030002e5eke, 1
030002e5ene, 1
030002e5enee, 3
030002e5epgh, 1
030002e5eqe, 1
030002e5eqg, 1
030002e5he, 1
030002e5heh, 1
030002e5hep, 1
030002e5heq, 1
030002e5k5b, 1
030002e5k5k, 1
030002e5kee, 1
030002e5n2n, 1
030002e5n5b, 1
030002e5n8n, 1
030002e5nbb, 2
030002e5nbe, 2
030002e5nebe, 4
030002e5neeb, 1
030002e5neee, 5
030002e5neh, 1
030002e5nh5, 1
030002e5q5q, 1
030002e5qeh, 1
030002e5qhh, 1
030002e9aae, 1
030002eaaegg, 2
030002eaaka, 1
030002eabaaa, 1
030002eabjb, 1
030002eai1i, 1
030002eb9aa, 1
030002ebaba, 1
030002ebaja, 1
030002ebea9c, 2
030002ebeaaa, 1
030002ebefcp, 2
030002ebejb, 1
030002ebkb, 1
030002ebnbb, 1
030002ee2e, 1
030002ee2eke, 1
030002ee2he, 1
030002ee5eaa, 1
030002ee5eaj, 1
030002ee5eb, 1
030002ee5ee, 3
030002ee5egp, 1
030002ee5eh, 1
030002ee5ej, 1
030002ee5ej1, 1
030002ee5eja, 1
030002ee5ek, 2
030002ee5eke, 1
030002ee5en5, 2
030002ee5ene, 1
030002ee5ke, 2
030002ee5kee, 1
030002ee5n2, 1
030002ee5ne, 1
030002ee5neb, 1
030002ee5nee, 4
030002ee5neh, 1
030002ee5nh, 1
030002ee5qe, 2
030002ee8eq, 1
030002eebeb, 1
030002eebee, 2
030002eebejb, 1
030002eebeq, 1
030002eebhg, 1
030002eebi1, 1
030002eee2e, 1
030002eee2ea, 1
030002eee5b, 5
030002eee5e, 2
030002eee5ee, 3
030002eee5ej, 2
030002eee5en, 5
030002eee5he, 1
030002eee5n, 3
030002eee5nb, 2
030002eee5ne, 1
030002eee5nh, 3
030002eee5q, 1
030002eee5qe, 1
030002eee8e, 1
030002eee8ep, 1
030002eee8n, 1
030002eeebb, 1
030002eeebe, 8
030002eeebee, 7
030002eeee2, 2
030002eeee2n, 1
030002eeee5, 3
030002eeee5e, 6
030002eeee5n, 2
030002eeeeb, 4
030002eeeeb5, 2
030002eeeebe, 16
030002eeeee, 1
030002eeeee2, 2
030002eeeee5, 7
030002eeeeeb, 14
030002eeeeee, 153
030002eeeeeh, 11
030002eeeeeq, 1
030002eeeeh, 1
030002eeeehe, 10
030002eeegg, 1
030002eeeggf, 1
030002eeeh5, 1
030002eeehe, 4
030002eeen5, 1
030002eegeq5, 1
030002eegpfg, 1
030002eehe5, 1
030002eeheb, 1
030002eehee, 2
030002eeheee, 1
030002eeheh, 1
030002eehk, 1
030002eejaaa, 1
030002eek2a, 2
030002eekbb, 1
030002eekbe, 1
030002eekea, 1
030002eekee, 1
030002een2n, 1
030002een5, 2
030002een5e, 1
030002eeneee, 4
030002eep7gg, 1
030002eep7gq, 1
030002eepggg, 2
030002eephh, 2
030002eeq8e, 1
030002egghgp, 1
030002eghgg, 1
030002egofg, 1
030002egp7g, 1
030002egp7hc, 1
030002egp7q7, 1
030002egpg7, 1
030002egpggg, 1
030002ehcal, 1
030002eheeg, 1
030002ehegf, 1
030002ehek2, 1
030002ehheh, 1
030002ehhn, 1
030002ehhpg, 1
030002ehnee, 1
030002ehnhh, 1
030002ehoggg, 1
030002ehphh, 2
030002ehq7ge, 1
030002ehqh, 1
030002ej1ka1, 1
030002eja1aj, 1
030002ejaa1a, 1
030002ejaaa1, 2
030002ejaaaa, 3
030002ejaab, 1
030002ejaaba, 1
030002ejabaa, 1
030002ek2ai, 1
030002ek2e, 1
030002ek5bh, 1
030002ekaaa, 1
030002ekaab, 2
030002ekbb, 1
030002eke2e, 1
030002ekeab, 2
030002ekeb5, 1
030002ekebb, 1
030002ekeeb, 1
030002ekeee, 2
030002en2nb, 1
030002en2ne, 2
030002en5ege, 1
030002en5en, 1
030002en5ene, 3
030002en5eq, 2
030002enb5ee, 1
030002enbe2, 1
030002enbee, 5
030002enebe, 1
030002enee5n, 1
030002enee8e, 1
030002eneee, 2
030002eneeeb, 1
030002eneeee, 17
030002eneeeh, 2
030002enehee, 1
030002enhe5, 1
030002enhee, 1
030002enhee5, 1
030002enheh, 1
030002ep8gg, 1
030002epg8q, 1
030002epgggg, 2
030002epgh7, 1
030002epghgg, 1
030002eph7q, 1
030002ephgg, 1
030002ephggh, 1
030002eqeeh, 1
030002eqeghe, 1
030002eqeh, 1
030002eqeh5, 1
030002eqggg, 1
030002eqghg, 1
030002eqh5g, 1
030002eqheh, 1
030002eqhh, 1
030002eqhhg, 1
030002hegpg, 1
030002hepgh, 1
030002heqgg, 1
030002hnhg, 1
030002n2ebj, 1
030002n2eja, 1
030002n2enb, 1
030002n5bn, 1
030002n5ebe, 1
030002n5ek1a, 1
030002n5enb5, 1
030002n5enee, 1
030002n5eqg, 1
030002n5heg, 1
030002n5kbe, 2
030002n5ke5, 1
030002n5n5k, 1
030002n5n5n5, 3
030002n5n5n8, 1
030002n5q5e, 1
030002n5qh, 1
030002n5qhe, 2
030002n8eqe, 1
030002n8nee, 1
030002n8nhe, 1
030002nbebe, 2
030002ne2eph, 1
030002ne2nb, 1
030002ne5be, 2
030002ne5bj, 1
030002ne5eq, 1
030002ne5n5, 1
030002ne5nh, 1
030002ne8nh, 3
030002neb2he, 2
030002nebeb, 2
030002nebee, 3
030002nee5qe, 1
030002neeb5e, 1
030002neebe, 4
030002neebee, 3
030002neee5e, 1
030002neee5n, 1
030002neeeb5, 1
030002neeebe, 5
030002neeeeb, 2
030002neeeee, 13
030002neeeeh, 1
030002neeehe, 1
030002neeh5k, 1
030002neehe, 3
030002neehee, 3
030002neh5h, 1
030002nehe5, 1
030002nehee, 13
030002neheee, 4
030002neheh, 1
030002nheee, 1
030002q5hpg, 1
030002qh5hg, 1
0300035eabj, 1
0300035eaeee, 1
0300035ebbn, 1
0300035eeaj9, 1
0300035eebk, 1
0300035eeen, 1
0300035eejaa, 1
0300035eenee, 3
0300035eepgg, 2
0300035eggg, 1
0300035egp7g, 1
0300035ej1ac, 1
0300035ejaba, 1
0300035ejba, 1
0300035ek5ee, 1
0300035en5en, 1
0300035en5k, 1
0300035ene5, 1
0300035ene5e, 1
0300035enee, 1
0300035eneee, 3
0300035enehe, 1
0300035eqgg, 1
0300035eqgh, 1
0300035hehn, 1
0300035heph, 1
0300035n5bee, 1
0300035n5k2, 1
0300035n5qh, 1
0300035nebe, 1
0300035neeee, 4
0300035neehe, 2
0300035neh5, 1
0300035nehe, 2
0300035nehe5, 1
0300035nhee, 1
0300035q5hn, 1
030003e5bne, 1
030003e5eabe, 1
030003e5eaja, 1
030003e5eajb, 1
030003e5eege, 1
030003e5eeh, 1
030003e5eehn, 1
030003e5eepg, 2
030003e5egpf, 1
030003e5egpg, 1
030003e5ehe, 1
030003e5eiaa, 1
030003e5eja1, 1
030003e5ejaa, 6
030003e5en5, 1
030003e5en5e, 1
030003e5enee, 4
030003e5epg7, 1
030003e5hgj, 1
030003e5hhn, 1
030003e5n2e, 1
030003e5n5b, 1
030003e5n8ep, 1
030003e5n8q, 1
030003e5nbe, 4
030003e5nbee, 1
030003e5neee, 3
030003e5neh, 1
030003e5nhe, 5
030003e5nhh, 1
030003e5qeg, 1
030003e5qeh, 1
030003ee5b, 1
030003ee5eb, 1
030003ee5ejb, 1
030003ee5ek, 1
030003ee5ep7, 1
030003ee5he, 1
030003ee5ke, 2
030003ee5n2, 1
030003ee5nb, 1
030003ee5ne, 1
030003ee5ne5, 1
030003ee5nee, 1
030003ee5q5, 1
030003ee5qe, 1
030003eeb5e, 1
030003eebeb, 1
030003eebee, 1
030003eee2he, 1
030003eee5e, 1
030003eee5ee, 1
030003eee5ei, 1
030003eee5ej, 1
030003eee5ek, 5
030003eee5k, 1
030003eee5ne, 2
030003eee5qe, 1
030003eeebe, 6
030003eeebee, 1
030003eeee2, 1
030003eeee5, 2
030003eeee5e, 2
030003eeee5n, 7
030003eeee8e, 2
030003eeeeb, 1
030003eeeeb5, 1
030003eeeebe, 18
030003eeeee2, 1
030003eeeee5, 12
030003eeeeeb, 16
030003eeeeee, 155
030003eeeeeh, 6
030003eeeeen, 2
030003eeeeh, 1
030003eeeeh5, 1
030003eeeehe, 15
030003eeehe, 2
030003eeehee, 2
030003eeheh, 1
030004ee5ee, 1
030004ee5egp, 1
030004ee5q, 1
030004eee5q, 1
030004eeee2n, 1
030004eeeeee, 4
030004eeeeeh, 1
030004eeene5, 1
030005eeeeee, 3
030100bhg9c, 1
030100bhgcacc, 2
030100eegcac, 1
030100eegcacl, 2
030100eegcal, 1
030100eenhe, 1
030100egq7e, 1
030100neeeee, 1
030101aaaj9, 1
030101beeeae, 1
030101benee, 1
030101eaaja9, 1
030101egc9aa, 1
030101egcccg, 1
030101egccic, 1
030101egco3f, 1
030101egcogf, 1
030101egfcg, 2
030101eheea, 1
030101ehhp7, 1
030101ej2n5k, 1
030101ekbab, 1
030101en2en, 2
030101eq7qh, 1
030101eqghh, 2
030101eqh7q, 1
030101heqh, 1
030101jbbb, 2
030101kbb5, 1
030101kbbb, 2
030101kbbe, 1
030101kbeb, 2
030101n5ek5, 1
030101n8qe8, 1
030101nbebe, 2
030101nbeeb, 1
030101neb5eg, 1
030101nebeee, 1
030101nee2h, 1
030101neeee2, 1
030101neeee5, 3
030101neeeeb, 1
030101neeeee, 2
030101neehee, 1
030101nhee8, 1
030101nhhhe, 1
030101q5qgh, 1
030101q8eeae, 1
030101q8egac, 1
030101q8gg, 1
030101qhe8, 1
030101qhhh, 2
030200eeg9c, 1
040001eegp7h, 1
040001ehgegc, 1
040001ehgnh, 1
040001ehnee, 1
040001ej1aia, 1
040001ejaab1, 1
040001en2nb, 1
040001en5ee, 1
040001enhee, 1
040001epgghg, 1
040001eqh7g, 1
040001eqhgh, 1
040001j2jba, 1
040001j2ke, 1
040001jaaaa, 2
040001jab1a, 2
040001n5egne, 1
040001n5eqh, 1
040001n8nhh, 1
040001nb2ek, 1
040001nbebe, 1
040001nbeeb, 1
040001nee5ep, 1
040001neeee5, 1
040001neeeee, 4
0400025ak1k, 1
0400025bbea, 1
0400025ebe, 1
0400025ebejb, 1
0400025ebek, 1
0400025ebhg, 1
0400025eeeh, 1
0400025eeen, 3
0400025eeeq, 1
0400025eehe, 3
0400025eehfg, 2
0400025eehg, 1
0400025een5, 2
0400025eene, 1
0400025eenee, 1
0400025eenh, 1
0400025eepgg, 3
0400025eeph, 1
0400025eephh, 1
0400025egggn, 1
0400025eggja, 2
0400025eghg, 2
0400025egp7q, 1
0400025egpf7, 1
0400025egpgg, 1
0400025egqg, 1
0400025ehqg, 2
0400025eia1, 1
0400025ej1aj, 1
0400025eja1, 1
0400025eja9a, 1
0400025ejaa1, 5
0400025ejaaa, 3
0400025ejaab, 2
0400025ejaba, 1
0400025ejba, 1
0400025ek5b, 1
0400025ek5e, 1
0400025ekab, 3
0400025ekbe, 1
0400025ekee, 1
0400025en5h, 1
0400025en5n, 1
0400025en8q, 1
0400025ene5, 2
0400025ene5e, 2
0400025enee8, 1
0400025eneee, 12
0400025epgg7, 1
0400025epggg, 3
0400025epghg, 1
0400025ephg7, 1
0400025ephgg, 1
0400025eqeg, 1
0400025eqegh, 1
0400025eqhh, 2
0400025hegg, 1
0400025hene, 1
0400025hepg, 1
0400025hggl, 1
0400025hpgg, 2
0400025n2eb, 1
0400025n2eh, 1
0400025n2eqe, 1
0400025n5kb, 1
0400025n5qe, 2
0400025n5qh, 1
0400025n8ee, 1
0400025nb5k, 1
0400025nbb5, 1
0400025nbe2, 1
0400025nbeb, 3
0400025nbee, 5
0400025ne2n, 1
0400025nebe, 2
0400025nebe5, 1
0400025nebee, 3
0400025neee5, 1
0400025neeeb, 3
0400025neeee, 3
0400025neeeh, 1
0400025neehe, 2
0400025nehe, 2
0400025nehee, 1
0400025nh8e, 1
0400025nhee, 3
0400025nheh, 4
0400025p7gl, 1
0400025qehe, 1
040002e5beeg, 1
040002e5bhe, 1
040002e5bhg, 1
040002e5bne, 1
040002e5eaj, 1
040002e5eaj1, 1
040002e5ebaa, 1
040002e5ebe, 1
040002e5eejb, 1
040002e5egp7, 1
040002e5ehp, 1
040002e5ehq, 1
040002e5ej2, 1
040002e5ejba, 1
040002e5eke, 1
040002e5en2, 1
040002e5en5e, 1
040002e5enee, 5
040002e5eneh, 1
040002e5enhe, 1
040002e5epgg, 1
040002e5eph, 2
040002e5hep, 1
040002e5hn8, 1
040002e5k5b, 1
040002e5ke2, 1
040002e5n2ee, 1
040002e5n8e, 1
040002e5nbe, 6
040002e5ne5n, 1
040002e5nebe, 2
040002e5nee, 1
040002e5neeb, 1
040002e5neee, 4
040002e5neeh, 1
040002e5nehe, 1
040002e5nhh, 1
040002e5q5ek, 1
040002e5q5q, 1
040002e5qeh, 1
040002e5qhe, 1
040002eabeea, 1
040002eaeeegq, 1
040002eajaaa, 1
040002eba, 1
040002ebeaj, 1
040002ebehq, 1
040002ee2ee, 1
040002ee2he, 1
040002ee2ne, 1
040002ee5eae, 1
040002ee5eaj, 1
040002ee5eeg, 1
040002ee5een, 1
040002ee5egp, 2
040002ee5ei1a, 1
040002ee5ej, 1
040002ee5ej9, 1
040002ee5ek, 3
040002ee5ene, 1
040002ee5ep, 1
040002ee5eq, 1
040002ee5he, 1
040002ee5hn, 1
040002ee5k5, 1
040002ee5ke, 3
040002ee5nee, 3
040002ee5neh, 1
040002ee5nh, 3
040002ee5nhe, 1
040002ee5qe7, 1
040002eeb5e, 1
040002eebaa, 1
040002eebe5, 1
040002eebeb, 1
040002eebee, 5
040002eee5b, 2
040002eee5ee, 2
040002eee5ej, 2
040002eee5en, 4
040002eee5ep, 1
040002eee5he, 1
040002eee5n, 1
040002eee5nb, 5
040002eee8e, 1
040002eee8ke, 1
040002eee8n, 2
040002eeebe, 8
040002eeebe5, 1
040002eeebee, 8
040002eeee2, 1
040002eeee5, 4
040002eeee5b, 1
040002eeee5e, 7
040002eeee5n, 8
040002eeee5q, 1
040002eeee8, 2
040002eeee8e, 1
040002eeee8n, 1
040002eeeeb5, 4
040002eeeebe, 12
040002eeeee, 1
040002eeeee2, 1
040002eeeee5, 8
040002eeeeeb, 15
040002eeeeee, 179
040002eeeeeh, 12
040002eeeehe, 17
040002eeehe, 12
040002eeehee, 7
040002eeehq, 1
040002eeeja, 1
040002eeene, 1
040002eeenee, 2
040002eeephg, 1
040002eeeq5, 1
040002eeggog, 1
040002eegp7p, 1
040002eeh5q, 1
040002eehe5, 2
040002eehe5n, 1
040002eehe8, 1
040002eehee, 1
040002eeheh, 1
040002eehfg, 1
040002eehfgp, 3
040002eejbb, 2
040002eek2a, 1
040002eek2e, 1
040002eenee, 1
040002eeneee, 1
040002eepggg, 1
040002eephh, 1
040002egccpg, 2
040002egfqh, 1
040002egghg, 1
040002egpg7, 1
040002egqggg, 1
040002egqhg, 1
040002ehcal, 1
040002eheeg, 1
040002ehegfg, 1
040002ehek2, 1
040002ehen5e, 1
040002ehfgcg, 1
040002ehgggn, 1
040002ehggo, 1
040002ehgqg, 1
040002ehkbe, 1
040002ehnee, 1
040002ehnhe, 1
040002ehpgg, 1
040002ehpgh, 1
040002ehph, 1
040002ej2ab, 1
040002ej2ja, 1
040002eja9aa, 1
040002ejaaa, 1
040002ejaaa1, 1
040002ejaaa2, 1
040002ejaaaa, 3
040002ejabaa, 1
040002ejbab, 1
040002ek2k, 1
040002ekaab, 1
040002ekaba, 2
040002ekb2j, 1
040002ekbb, 1
040002eke2n, 1
040002ekeb5, 1
040002ekeee, 1
040002en5ene, 1
040002en5eq, 2
040002en8ejb, 1
040002enb5ea, 1
040002ene5b, 1
040002ene5h, 1
040002ene5n, 1
040002eneb5e, 1
040002enebe, 1
040002enee5, 1
040002enee5n, 1
040002eneee5, 2
040002eneeee, 23
040002enheh, 3
040002epfgg, 1
040002epg8o7, 2
040002epg8p, 1
040002epgg7p, 1
040002ephgh, 1
040002eq5e, 1
040002eq5qh, 2
040002eq7hf, 1
040002eqe8h, 1
040002eqehg, 1
040002eqggh, 1
040002eqh7h, 1
040002eqhh, 1
040002hehpg, 1
040002hepgg, 1
040002hepgh, 1
040002n2eak, 1
040002n5beeg, 2
040002n5bnb, 1
040002n5ec, 1
040002n5eepg, 1
040002n5eja1, 1
040002n5en5, 1
040002n5hnh, 1
040002n5kbe, 4
040002n5keb, 1
040002n5q5e, 1
040002n5qe8, 1
040002n5qee, 1
040002n5qeh, 2
040002n8een, 1
040002n8eqg, 1
040002n8nee, 1
040002nb5ja, 1
040002ne2n2, 1
040002neb5b, 1
040002nebeb, 4
040002nebee, 2
040002nebeee, 1
040002neebee, 4
040002neee5e, 1
040002neeebe, 2
040002neeeee, 6
040002neeeeh, 1
040002neeehe, 1
040002neehe, 1
040002neehee, 4
040002neh5e, 1
040002nehe5, 1
040002nehe5e, 1
040002nehe8, 2
040002nehee, 1
040002neheee, 2
040002q8og, 1
0400035eaaca, 1
0400035eabb, 2
0400035eabee, 1
0400035eaeee, 1
0400035ebia, 1
0400035ebne, 1
0400035eebe, 1
0400035eeej, 1
0400035eeene, 1
0400035eehn, 1
0400035eehng, 1
0400035eejba, 1
0400035eejbe, 1
0400035eeka, 1
0400035een2, 1
0400035eenee, 2
0400035egpgg, 1
0400035ehegp, 1
0400035ehh, 2
0400035ehnh, 2
0400035ehpg, 1
0400035ehq7g, 1
0400035ej2j, 1
0400035ejaaa, 2
0400035ejaab, 2
0400035ejaba, 3
0400035ek2e, 1
0400035ekb, 1
0400035ekbb, 1
0400035ekee, 1
0400035enbb, 1
0400035enbe, 1
0400035ene5k, 1
0400035eneee, 11
0400035eph7, 1
0400035ephgg, 2
0400035eqgh, 1
0400035n2eaj, 1
0400035n2kb, 1
0400035n5be, 1
0400035n5he, 1
0400035n5hp, 1
0400035n5kb, 1
0400035n5n5n, 1
0400035n5n8, 1
0400035n5q8, 1
0400035nb5e, 1
0400035nebe, 2
0400035nebee, 1
0400035neeb, 1
0400035neebe, 1
0400035neeeb, 2
0400035neeee, 1
0400035neeeh, 1
0400035neehe, 2
0400035nehe, 3
0400035nehee, 1
0400035nhe5, 1
0400035q8ep, 1
0400035q8o, 1
040003e2eeeg, 1
040003e5ak1, 1
040003e5bb, 1
040003e5bja, 1
040003e5eaeee, 1
040003e5eb, 1
040003e5ebb, 1
040003e5ebh, 1
040003e5eee, 3
040003e5eeh, 1
040003e5een, 1
040003e5eene, 2
040003e5egpg, 2
040003e5eja9, 1
040003e5ejaa, 4
040003e5ejba, 1
040003e5ek5, 1
040003e5ekb, 1
040003e5en5, 3
040003e5enee, 16
040003e5eneh, 1
040003e5enh, 1
040003e5epgg, 1
040003e5eph, 2
040003e5hqh, 1
040003e5k5b, 1
040003e5keb, 2
040003e5n5he, 1
040003e5n5n, 1
040003e5nbe, 1
040003e5nbee, 3
040003e5ne5, 1
040003e5neee, 4
040003e5nehe, 1
040003e5nh5, 1
040003e5nhe, 3
040003e5qh, 1
040003ee2ee, 1
040003ee5b, 2
040003ee5bb, 1
040003ee5be, 2
040003ee5bn, 2
040003ee5eaa, 1
040003ee5een, 1
040003ee5eep, 1
040003ee5eia, 1
040003ee5eja, 2
040003ee5ek, 1
040003ee5en, 1
040003ee5en5, 1
040003ee5ene, 5
040003ee5he, 2
040003ee5ke, 2
040003ee5n5n, 1
040003ee5nbe, 1
040003ee5nh, 5
040003ee5q5, 1
040003ee5q5e, 1
040003eeb5e, 1
040003eebee, 1
040003eee2he, 1
040003eee5e, 2
040003eee5ej, 2
040003eee5ek, 1
040003eee5en, 4
040003eee5ep, 2
040003eee5h, 2
040003eee5k, 2
040003eee5ke, 2
040003eee5n, 5
040003eee5nb, 2
040003eee5nh, 2
040003eee5q, 3
040003eee5qe, 1
040003eeebe, 10
040003eeebee, 6
040003eeee5, 2
